36.33852499,-82.40324691
36.418737,-82.470076
36.31345969,-82.38399434
36.310934,-82.433682
36.34799053,-82.40588729
36.34799988,-82.4058357
36.32687143,-82.39349586
36.3049161,-82.3874892
36.4145034,-82.46873333
36.32113902,-82.35648265
36.326309,-82.351398
36.30524864,-82.3845971
36.329174,-82.391683
36.34958,-82.37264
36.36190274,-82.40080228
36.37372032,-82.42759672
36.33788879,-82.39939419
36.35521525,-82.37348719
36.3049161,-82.3874892
36.35003818,-82.37211291
36.33854073,-82.40328037
36.351669,-82.370903
36.31587997,-82.39096867
36.30689139,-82.36515662
36.30910511,-82.39841053
36.34067819,-82.39840076
36.34073133,-82.3983999
36.36497043,-82.38123284
36.3790394,-82.4256193
36.31652865,-82.35195127
36.32034629,-82.35488939
36.319957,-82.357684
36.318791,-82.347113
36.31658165,-82.37235352
36.3016612,-82.3378302
36.30837207,-82.38576411
36.34997658,-82.3736047
36.35330624,-82.37561378
36.3539211,-82.3753026
36.34272181,-82.39928527
